,DeliveryDateTime,Price
75,2024-08-08 00:00:00+02:00,105.87
76,2024-08-09 00:00:00+02:00,115.48
77,2024-08-10 00:00:00+02:00,124.0
78,2024-08-11 00:00:00+02:00,145.0
79,2024-08-12 00:00:00+02:00,107.15
80,2024-08-13 00:00:00+02:00,129.91
81,2024-08-14 00:00:00+02:00,116.94
82,2024-08-15 00:00:00+02:00,119.03
83,2024-08-16 00:00:00+02:00,169.47
84,2024-08-17 00:00:00+02:00,130.83
85,2024-08-18 00:00:00+02:00,115.0
86,2024-08-19 00:00:00+02:00,117.06
87,2024-08-20 00:00:00+02:00,106.98
88,2024-08-21 00:00:00+02:00,120.09
89,2024-08-22 00:00:00+02:00,99.02
90,2024-08-23 00:00:00+02:00,94.99
91,2024-08-24 00:00:00+02:00,153.84
92,2024-08-25 00:00:00+02:00,78.39
93,2024-08-26 00:00:00+02:00,114.52
94,2024-08-27 00:00:00+02:00,105.19
95,2024-08-28 00:00:00+02:00,135.38
97,2024-08-30 00:00:00+02:00,134.91
98,2024-08-31 00:00:00+02:00,134.29
102,2024-09-01 00:00:00+02:00,119.91
103,2024-09-02 00:00:00+02:00,95.0
104,2024-09-03 00:00:00+02:00,120.58
105,2024-09-04 00:00:00+02:00,119.9
106,2024-09-05 00:00:00+02:00,104.98
107,2024-09-06 00:00:00+02:00,112.5
108,2024-09-07 00:00:00+02:00,128.99
109,2024-09-08 00:00:00+02:00,118.52
110,2024-09-09 00:00:00+02:00,93.0
111,2024-09-10 00:00:00+02:00,93.61
112,2024-09-11 00:00:00+02:00,62.47
113,2024-09-12 00:00:00+02:00,84.0
114,2024-09-13 00:00:00+02:00,113.65
115,2024-09-14 00:00:00+02:00,69.91
116,2024-09-15 00:00:00+02:00,90.13
117,2024-09-16 00:00:00+02:00,102.43
118,2024-09-17 00:00:00+02:00,109.98
119,2024-09-18 00:00:00+02:00,90.84
120,2024-09-19 00:00:00+02:00,82.93
121,2024-09-20 00:00:00+02:00,76.3
122,2024-09-21 00:00:00+02:00,134.05
123,2024-09-22 00:00:00+02:00,80.0
124,2024-09-23 00:00:00+02:00,97.99
125,2024-09-24 00:00:00+02:00,76.0
126,2024-09-25 00:00:00+02:00,99.67
127,2024-09-26 00:00:00+02:00,87.49
128,2024-09-27 00:00:00+02:00,6.73
129,2024-09-28 00:00:00+02:00,26.81
130,2024-09-29 00:00:00+02:00,96.56
131,2024-09-30 00:00:00+02:00,42.21
136,2024-10-01 00:00:00+02:00,20.0
137,2024-10-02 00:00:00+02:00,89.21
138,2024-10-03 00:00:00+02:00,79.39
139,2024-10-04 00:00:00+02:00,92.73
140,2024-10-05 00:00:00+02:00,94.46
141,2024-10-06 00:00:00+02:00,76.92
142,2024-10-07 00:00:00+02:00,54.83
143,2024-10-08 00:00:00+02:00,93.42
144,2024-10-09 00:00:00+02:00,78.95
145,2024-10-10 00:00:00+02:00,76.94
146,2024-10-11 00:00:00+02:00,96.59
147,2024-10-12 00:00:00+02:00,126.83
148,2024-10-13 00:00:00+02:00,27.42
149,2024-10-14 00:00:00+02:00,72.46
150,2024-10-15 00:00:00+02:00,99.07
151,2024-10-16 00:00:00+02:00,71.9
153,2024-10-18 00:00:00+02:00,99.33
154,2024-10-19 00:00:00+02:00,96.91
155,2024-10-20 00:00:00+02:00,69.21
156,2024-10-21 00:00:00+02:00,18.28
157,2024-10-22 00:00:00+02:00,88.5
158,2024-10-23 00:00:00+02:00,90.04
159,2024-10-24 00:00:00+02:00,110.96
160,2024-10-25 00:00:00+02:00,93.11
161,2024-10-26 00:00:00+02:00,129.26
162,2024-10-27 00:00:00+02:00,145.51
163,2024-10-28 00:00:00+01:00,108.39
164,2024-10-29 00:00:00+01:00,101.7
166,2024-10-31 00:00:00+01:00,105.0
170,2024-11-01 00:00:00+01:00,108.3
171,2024-11-02 00:00:00+01:00,116.21
172,2024-11-03 00:00:00+01:00,124.52
173,2024-11-04 00:00:00+01:00,109.82
174,2024-11-05 00:00:00+01:00,106.64
175,2024-11-06 00:00:00+01:00,111.44
177,2024-11-08 00:00:00+01:00,120.97
178,2024-11-09 00:00:00+01:00,120.68
179,2024-11-10 00:00:00+01:00,116.26
180,2024-11-11 00:00:00+01:00,126.95
252,2024-06-15 00:15:00+02:00,97.12
253,2024-06-16 00:15:00+02:00,60.65
254,2024-06-17 00:15:00+02:00,74.02
255,2024-06-18 00:15:00+02:00,184.28
256,2024-06-19 00:15:00+02:00,113.49
257,2024-06-20 00:15:00+02:00,121.0
258,2024-06-21 00:15:00+02:00,101.06
259,2024-06-22 00:15:00+02:00,121.6
260,2024-06-23 00:15:00+02:00,91.39
261,2024-06-24 00:15:00+02:00,127.03
262,2024-06-25 00:15:00+02:00,20.86
263,2024-06-26 00:15:00+02:00,121.2
264,2024-06-27 00:15:00+02:00,93.74
265,2024-06-28 00:15:00+02:00,87.2
266,2024-06-29 00:15:00+02:00,106.5
267,2024-06-30 00:15:00+02:00,82.07
272,2024-07-01 00:15:00+02:00,92.27
273,2024-07-02 00:15:00+02:00,78.85
274,2024-07-03 00:15:00+02:00,75.5
275,2024-07-04 00:15:00+02:00,73.5
276,2024-07-05 00:15:00+02:00,52.66
277,2024-07-06 00:15:00+02:00,96.71
278,2024-07-07 00:15:00+02:00,86.78
280,2024-07-09 00:15:00+02:00,90.65
281,2024-07-10 00:15:00+02:00,77.0
282,2024-07-11 00:15:00+02:00,86.5
283,2024-07-12 00:15:00+02:00,93.34
284,2024-07-13 00:15:00+02:00,81.5
285,2024-07-14 00:15:00+02:00,85.52
286,2024-07-15 00:15:00+02:00,87.0
287,2024-07-16 00:15:00+02:00,91.41
288,2024-07-17 00:15:00+02:00,88.32
289,2024-07-18 00:15:00+02:00,103.0
290,2024-07-19 00:15:00+02:00,91.0
291,2024-07-20 00:15:00+02:00,127.22
292,2024-07-21 00:15:00+02:00,84.94
293,2024-07-22 00:15:00+02:00,91.4
294,2024-07-23 00:15:00+02:00,91.23
295,2024-07-24 00:15:00+02:00,83.88
297,2024-07-26 00:15:00+02:00,89.54
298,2024-07-27 00:15:00+02:00,101.91
299,2024-07-28 00:15:00+02:00,107.94
300,2024-07-29 00:15:00+02:00,67.21
301,2024-07-30 00:15:00+02:00,83.96
306,2024-08-01 00:15:00+02:00,105.94
307,2024-08-02 00:15:00+02:00,93.02
308,2024-08-03 00:15:00+02:00,90.77
309,2024-08-04 00:15:00+02:00,95.33
310,2024-08-05 00:15:00+02:00,83.66
311,2024-08-06 00:15:00+02:00,101.09
312,2024-08-07 00:15:00+02:00,101.81
313,2024-08-08 00:15:00+02:00,108.74
314,2024-08-09 00:15:00+02:00,100.2
315,2024-08-10 00:15:00+02:00,119.91
316,2024-08-11 00:15:00+02:00,114.96
317,2024-08-12 00:15:00+02:00,100.71
318,2024-08-13 00:15:00+02:00,116.23
319,2024-08-14 00:15:00+02:00,99.84
320,2024-08-15 00:15:00+02:00,114.26
321,2024-08-16 00:15:00+02:00,119.05
322,2024-08-17 00:15:00+02:00,114.31
323,2024-08-18 00:15:00+02:00,113.98
324,2024-08-19 00:15:00+02:00,109.91
325,2024-08-20 00:15:00+02:00,102.96
326,2024-08-21 00:15:00+02:00,107.3
327,2024-08-22 00:15:00+02:00,99.01
328,2024-08-23 00:15:00+02:00,86.02
329,2024-08-24 00:15:00+02:00,153.84
330,2024-08-25 00:15:00+02:00,88.1
331,2024-08-26 00:15:00+02:00,99.94
332,2024-08-27 00:15:00+02:00,111.91
333,2024-08-28 00:15:00+02:00,118.09
335,2024-08-30 00:15:00+02:00,125.75
336,2024-08-31 00:15:00+02:00,109.46
340,2024-09-01 00:15:00+02:00,101.65
341,2024-09-02 00:15:00+02:00,119.41
342,2024-09-03 00:15:00+02:00,109.46
343,2024-09-04 00:15:00+02:00,142.55
344,2024-09-05 00:15:00+02:00,96.98
345,2024-09-06 00:15:00+02:00,89.71
346,2024-09-07 00:15:00+02:00,103.08
347,2024-09-08 00:15:00+02:00,99.11
348,2024-09-09 00:15:00+02:00,88.03
349,2024-09-10 00:15:00+02:00,82.06
350,2024-09-11 00:15:00+02:00,48.04
351,2024-09-12 00:15:00+02:00,96.51
352,2024-09-13 00:15:00+02:00,97.75
353,2024-09-14 00:15:00+02:00,65.64
354,2024-09-15 00:15:00+02:00,74.66
355,2024-09-16 00:15:00+02:00,68.47
356,2024-09-17 00:15:00+02:00,104.82
357,2024-09-18 00:15:00+02:00,86.55
358,2024-09-19 00:15:00+02:00,83.91
359,2024-09-20 00:15:00+02:00,77.64
360,2024-09-21 00:15:00+02:00,94.93
361,2024-09-22 00:15:00+02:00,99.65
362,2024-09-23 00:15:00+02:00,88.84
363,2024-09-24 00:15:00+02:00,87.7
364,2024-09-25 00:15:00+02:00,99.67
365,2024-09-26 00:15:00+02:00,75.76
366,2024-09-27 00:15:00+02:00,6.74
367,2024-09-28 00:15:00+02:00,3.95
368,2024-09-29 00:15:00+02:00,71.16
369,2024-09-30 00:15:00+02:00,25.64
374,2024-10-01 00:15:00+02:00,11.13
375,2024-10-02 00:15:00+02:00,86.53
376,2024-10-03 00:15:00+02:00,70.29
377,2024-10-04 00:15:00+02:00,83.81
378,2024-10-05 00:15:00+02:00,91.84
379,2024-10-06 00:15:00+02:00,70.14
380,2024-10-07 00:15:00+02:00,43.43
381,2024-10-08 00:15:00+02:00,80.01
382,2024-10-09 00:15:00+02:00,61.08
383,2024-10-10 00:15:00+02:00,53.79
384,2024-10-11 00:15:00+02:00,81.1
385,2024-10-12 00:15:00+02:00,103.3
386,2024-10-13 00:15:00+02:00,8.83
387,2024-10-14 00:15:00+02:00,53.32
388,2024-10-15 00:15:00+02:00,95.07
389,2024-10-16 00:15:00+02:00,46.0
391,2024-10-18 00:15:00+02:00,75.59
392,2024-10-19 00:15:00+02:00,88.15
393,2024-10-20 00:15:00+02:00,54.08
394,2024-10-21 00:15:00+02:00,10.55
395,2024-10-22 00:15:00+02:00,85.03
396,2024-10-23 00:15:00+02:00,80.06
397,2024-10-24 00:15:00+02:00,95.3
398,2024-10-25 00:15:00+02:00,81.7
399,2024-10-26 00:15:00+02:00,118.1
400,2024-10-27 00:15:00+02:00,92.4
401,2024-10-28 00:15:00+01:00,93.87
402,2024-10-29 00:15:00+01:00,101.6
404,2024-10-31 00:15:00+01:00,100.01
408,2024-11-01 00:15:00+01:00,92.73
409,2024-11-02 00:15:00+01:00,100.54
410,2024-11-03 00:15:00+01:00,102.01
411,2024-11-04 00:15:00+01:00,92.06
412,2024-11-05 00:15:00+01:00,103.79
413,2024-11-06 00:15:00+01:00,101.79
415,2024-11-08 00:15:00+01:00,105.6
416,2024-11-09 00:15:00+01:00,113.38
417,2024-11-10 00:15:00+01:00,109.6
418,2024-11-11 00:15:00+01:00,115.49
490,2024-06-15 00:30:00+02:00,97.12
491,2024-06-16 00:30:00+02:00,31.45
492,2024-06-17 00:30:00+02:00,80.7
493,2024-06-18 00:30:00+02:00,184.28
494,2024-06-19 00:30:00+02:00,113.49
495,2024-06-20 00:30:00+02:00,122.0
496,2024-06-21 00:30:00+02:00,112.58
497,2024-06-22 00:30:00+02:00,122.55
498,2024-06-23 00:30:00+02:00,116.37
499,2024-06-24 00:30:00+02:00,123.0
500,2024-06-25 00:30:00+02:00,123.8
501,2024-06-26 00:30:00+02:00,140.2
502,2024-06-27 00:30:00+02:00,105.6
503,2024-06-28 00:30:00+02:00,131.7
504,2024-06-29 00:30:00+02:00,162.99
505,2024-06-30 00:30:00+02:00,117.69
510,2024-07-01 00:30:00+02:00,96.2
511,2024-07-02 00:30:00+02:00,68.63
512,2024-07-03 00:30:00+02:00,68.1
513,2024-07-04 00:30:00+02:00,66.05
514,2024-07-05 00:30:00+02:00,39.0
515,2024-07-06 00:30:00+02:00,68.6
516,2024-07-07 00:30:00+02:00,61.52
518,2024-07-09 00:30:00+02:00,108.9
519,2024-07-10 00:30:00+02:00,111.37
520,2024-07-11 00:30:00+02:00,111.5
521,2024-07-12 00:30:00+02:00,87.87
522,2024-07-13 00:30:00+02:00,133.8
523,2024-07-14 00:30:00+02:00,94.91
524,2024-07-15 00:30:00+02:00,94.26
525,2024-07-16 00:30:00+02:00,72.78
526,2024-07-17 00:30:00+02:00,169.04
527,2024-07-18 00:30:00+02:00,107.5
528,2024-07-19 00:30:00+02:00,75.7
529,2024-07-20 00:30:00+02:00,78.2
530,2024-07-21 00:30:00+02:00,52.76
531,2024-07-22 00:30:00+02:00,107.02
532,2024-07-23 00:30:00+02:00,91.23
533,2024-07-24 00:30:00+02:00,80.76
535,2024-07-26 00:30:00+02:00,75.5
536,2024-07-27 00:30:00+02:00,73.88
537,2024-07-28 00:30:00+02:00,84.44
538,2024-07-29 00:30:00+02:00,61.33
539,2024-07-30 00:30:00+02:00,75.14
544,2024-08-01 00:30:00+02:00,111.84
545,2024-08-02 00:30:00+02:00,86.56
546,2024-08-03 00:30:00+02:00,122.0
547,2024-08-04 00:30:00+02:00,73.12
548,2024-08-05 00:30:00+02:00,84.75
549,2024-08-06 00:30:00+02:00,90.6
550,2024-08-07 00:30:00+02:00,92.97
551,2024-08-08 00:30:00+02:00,116.1
552,2024-08-09 00:30:00+02:00,130.67
553,2024-08-10 00:30:00+02:00,125.4
554,2024-08-11 00:30:00+02:00,99.07
555,2024-08-12 00:30:00+02:00,92.91
556,2024-08-13 00:30:00+02:00,96.27
557,2024-08-14 00:30:00+02:00,92.55
558,2024-08-15 00:30:00+02:00,102.57
559,2024-08-16 00:30:00+02:00,136.92
560,2024-08-17 00:30:00+02:00,92.9
561,2024-08-18 00:30:00+02:00,112.74
562,2024-08-19 00:30:00+02:00,102.0
563,2024-08-20 00:30:00+02:00,108.8
564,2024-08-21 00:30:00+02:00,118.27
565,2024-08-22 00:30:00+02:00,79.22
566,2024-08-23 00:30:00+02:00,102.41
567,2024-08-24 00:30:00+02:00,114.65
568,2024-08-25 00:30:00+02:00,81.48
569,2024-08-26 00:30:00+02:00,95.25
570,2024-08-27 00:30:00+02:00,129.45
571,2024-08-28 00:30:00+02:00,105.96
573,2024-08-30 00:30:00+02:00,102.56
574,2024-08-31 00:30:00+02:00,103.97
578,2024-09-01 00:30:00+02:00,88.0
579,2024-09-02 00:30:00+02:00,135.01
580,2024-09-03 00:30:00+02:00,110.48
581,2024-09-04 00:30:00+02:00,130.85
582,2024-09-05 00:30:00+02:00,101.3
583,2024-09-06 00:30:00+02:00,117.0
584,2024-09-07 00:30:00+02:00,107.35
585,2024-09-08 00:30:00+02:00,72.57
586,2024-09-09 00:30:00+02:00,71.75
587,2024-09-10 00:30:00+02:00,89.44
588,2024-09-11 00:30:00+02:00,34.54
589,2024-09-12 00:30:00+02:00,87.75
590,2024-09-13 00:30:00+02:00,93.52
591,2024-09-14 00:30:00+02:00,45.66
592,2024-09-15 00:30:00+02:00,63.37
593,2024-09-16 00:30:00+02:00,81.95
594,2024-09-17 00:30:00+02:00,92.82
595,2024-09-18 00:30:00+02:00,68.27
596,2024-09-19 00:30:00+02:00,77.65
597,2024-09-20 00:30:00+02:00,63.7
598,2024-09-21 00:30:00+02:00,80.63
599,2024-09-22 00:30:00+02:00,82.69
600,2024-09-23 00:30:00+02:00,73.72
601,2024-09-24 00:30:00+02:00,81.44
602,2024-09-25 00:30:00+02:00,99.67
603,2024-09-26 00:30:00+02:00,60.65
604,2024-09-27 00:30:00+02:00,2.79
605,2024-09-28 00:30:00+02:00,-3.42
606,2024-09-29 00:30:00+02:00,45.52
607,2024-09-30 00:30:00+02:00,11.26
612,2024-10-01 00:30:00+02:00,-3.01
613,2024-10-02 00:30:00+02:00,75.51
614,2024-10-03 00:30:00+02:00,58.78
615,2024-10-04 00:30:00+02:00,69.68
616,2024-10-05 00:30:00+02:00,84.4
617,2024-10-06 00:30:00+02:00,59.19
618,2024-10-07 00:30:00+02:00,45.1
619,2024-10-08 00:30:00+02:00,72.51
620,2024-10-09 00:30:00+02:00,54.58
621,2024-10-10 00:30:00+02:00,28.33
622,2024-10-11 00:30:00+02:00,75.03
623,2024-10-12 00:30:00+02:00,94.0
624,2024-10-13 00:30:00+02:00,-5.51
625,2024-10-14 00:30:00+02:00,52.94
626,2024-10-15 00:30:00+02:00,89.91
627,2024-10-16 00:30:00+02:00,53.05
629,2024-10-18 00:30:00+02:00,74.93
630,2024-10-19 00:30:00+02:00,75.83
631,2024-10-20 00:30:00+02:00,43.42
632,2024-10-21 00:30:00+02:00,6.76
633,2024-10-22 00:30:00+02:00,76.06
634,2024-10-23 00:30:00+02:00,74.32
635,2024-10-24 00:30:00+02:00,85.01
636,2024-10-25 00:30:00+02:00,73.71
637,2024-10-26 00:30:00+02:00,104.91
638,2024-10-27 00:30:00+02:00,82.9
639,2024-10-28 00:30:00+01:00,85.61
640,2024-10-29 00:30:00+01:00,99.57
642,2024-10-31 00:30:00+01:00,95.21
646,2024-11-01 00:30:00+01:00,130.39
647,2024-11-02 00:30:00+01:00,101.34
648,2024-11-03 00:30:00+01:00,96.04
649,2024-11-04 00:30:00+01:00,89.79
650,2024-11-05 00:30:00+01:00,109.95
651,2024-11-06 00:30:00+01:00,91.99
653,2024-11-08 00:30:00+01:00,101.95
654,2024-11-09 00:30:00+01:00,96.02
655,2024-11-10 00:30:00+01:00,100.21
656,2024-11-11 00:30:00+01:00,109.61
728,2024-06-15 00:45:00+02:00,97.12
729,2024-06-16 00:45:00+02:00,29.0
730,2024-06-17 00:45:00+02:00,62.75
731,2024-06-18 00:45:00+02:00,121.4
732,2024-06-19 00:45:00+02:00,94.41
733,2024-06-20 00:45:00+02:00,95.9
734,2024-06-21 00:45:00+02:00,114.41
735,2024-06-22 00:45:00+02:00,75.79
736,2024-06-23 00:45:00+02:00,79.54
737,2024-06-24 00:45:00+02:00,123.0
738,2024-06-25 00:45:00+02:00,189.0
739,2024-06-26 00:45:00+02:00,59.2
740,2024-06-27 00:45:00+02:00,66.05
741,2024-06-28 00:45:00+02:00,111.11
742,2024-06-29 00:45:00+02:00,151.51
743,2024-06-30 00:45:00+02:00,51.86
748,2024-07-01 00:45:00+02:00,96.2
749,2024-07-02 00:45:00+02:00,61.08
750,2024-07-03 00:45:00+02:00,57.06
751,2024-07-04 00:45:00+02:00,66.0
752,2024-07-05 00:45:00+02:00,20.01
753,2024-07-06 00:45:00+02:00,45.58
754,2024-07-07 00:45:00+02:00,21.3
756,2024-07-09 00:45:00+02:00,115.97
757,2024-07-10 00:45:00+02:00,96.45
758,2024-07-11 00:45:00+02:00,111.5
759,2024-07-12 00:45:00+02:00,87.87
760,2024-07-13 00:45:00+02:00,128.23
761,2024-07-14 00:45:00+02:00,94.91
762,2024-07-15 00:45:00+02:00,94.26
763,2024-07-16 00:45:00+02:00,57.58
764,2024-07-17 00:45:00+02:00,89.6
765,2024-07-18 00:45:00+02:00,117.26
766,2024-07-19 00:45:00+02:00,70.09
767,2024-07-20 00:45:00+02:00,122.0
768,2024-07-21 00:45:00+02:00,37.76
769,2024-07-22 00:45:00+02:00,86.26
770,2024-07-23 00:45:00+02:00,91.23
771,2024-07-24 00:45:00+02:00,81.79
773,2024-07-26 00:45:00+02:00,75.2
774,2024-07-27 00:45:00+02:00,118.6
775,2024-07-28 00:45:00+02:00,66.54
776,2024-07-29 00:45:00+02:00,45.83
777,2024-07-30 00:45:00+02:00,69.6
782,2024-08-01 00:45:00+02:00,111.84
783,2024-08-02 00:45:00+02:00,76.9
784,2024-08-03 00:45:00+02:00,122.0
785,2024-08-04 00:45:00+02:00,54.61
786,2024-08-05 00:45:00+02:00,52.94
787,2024-08-06 00:45:00+02:00,88.02
788,2024-08-07 00:45:00+02:00,90.0
789,2024-08-08 00:45:00+02:00,96.9
790,2024-08-09 00:45:00+02:00,89.14
791,2024-08-10 00:45:00+02:00,111.3
792,2024-08-11 00:45:00+02:00,91.99
793,2024-08-12 00:45:00+02:00,91.09
794,2024-08-13 00:45:00+02:00,81.4
795,2024-08-14 00:45:00+02:00,80.47
796,2024-08-15 00:45:00+02:00,99.26
797,2024-08-16 00:45:00+02:00,100.38
798,2024-08-17 00:45:00+02:00,85.0
799,2024-08-18 00:45:00+02:00,92.5
800,2024-08-19 00:45:00+02:00,85.3
801,2024-08-20 00:45:00+02:00,93.63
802,2024-08-21 00:45:00+02:00,96.59
803,2024-08-22 00:45:00+02:00,54.18
804,2024-08-23 00:45:00+02:00,93.93
805,2024-08-24 00:45:00+02:00,106.35
806,2024-08-25 00:45:00+02:00,69.39
807,2024-08-26 00:45:00+02:00,114.52
808,2024-08-27 00:45:00+02:00,129.45
809,2024-08-28 00:45:00+02:00,148.57
811,2024-08-30 00:45:00+02:00,93.0
812,2024-08-31 00:45:00+02:00,85.8
816,2024-09-01 00:45:00+02:00,64.95
817,2024-09-02 00:45:00+02:00,88.54
818,2024-09-03 00:45:00+02:00,101.09
819,2024-09-04 00:45:00+02:00,110.1
820,2024-09-05 00:45:00+02:00,91.04
821,2024-09-06 00:45:00+02:00,121.5
822,2024-09-07 00:45:00+02:00,64.41
823,2024-09-08 00:45:00+02:00,54.68
824,2024-09-09 00:45:00+02:00,58.91
825,2024-09-10 00:45:00+02:00,91.0
826,2024-09-11 00:45:00+02:00,31.4
827,2024-09-12 00:45:00+02:00,65.3
828,2024-09-13 00:45:00+02:00,84.69
829,2024-09-14 00:45:00+02:00,35.0
830,2024-09-15 00:45:00+02:00,43.84
831,2024-09-16 00:45:00+02:00,87.5
832,2024-09-17 00:45:00+02:00,68.29
833,2024-09-18 00:45:00+02:00,62.58
834,2024-09-19 00:45:00+02:00,57.45
835,2024-09-20 00:45:00+02:00,48.06
836,2024-09-21 00:45:00+02:00,75.82
837,2024-09-22 00:45:00+02:00,46.74
838,2024-09-23 00:45:00+02:00,56.05
839,2024-09-24 00:45:00+02:00,52.62
840,2024-09-25 00:45:00+02:00,99.67
841,2024-09-26 00:45:00+02:00,55.01
842,2024-09-27 00:45:00+02:00,2.71
843,2024-09-28 00:45:00+02:00,-3.0
844,2024-09-29 00:45:00+02:00,37.2
845,2024-09-30 00:45:00+02:00,3.09
850,2024-10-01 00:45:00+02:00,-5.0
851,2024-10-02 00:45:00+02:00,81.48
852,2024-10-03 00:45:00+02:00,41.52
853,2024-10-04 00:45:00+02:00,68.54
854,2024-10-05 00:45:00+02:00,87.38
855,2024-10-06 00:45:00+02:00,44.72
856,2024-10-07 00:45:00+02:00,23.29
857,2024-10-08 00:45:00+02:00,64.91
858,2024-10-09 00:45:00+02:00,47.39
859,2024-10-10 00:45:00+02:00,27.58
860,2024-10-11 00:45:00+02:00,74.01
861,2024-10-12 00:45:00+02:00,71.87
862,2024-10-13 00:45:00+02:00,-15.94
863,2024-10-14 00:45:00+02:00,41.21
864,2024-10-15 00:45:00+02:00,82.4
865,2024-10-16 00:45:00+02:00,40.05
867,2024-10-18 00:45:00+02:00,70.01
868,2024-10-19 00:45:00+02:00,49.92
869,2024-10-20 00:45:00+02:00,31.59
870,2024-10-21 00:45:00+02:00,2.24
871,2024-10-22 00:45:00+02:00,72.03
872,2024-10-23 00:45:00+02:00,67.97
873,2024-10-24 00:45:00+02:00,78.9
874,2024-10-25 00:45:00+02:00,48.03
875,2024-10-26 00:45:00+02:00,101.64
876,2024-10-27 00:45:00+02:00,53.86
877,2024-10-28 00:45:00+01:00,70.78
878,2024-10-29 00:45:00+01:00,94.69
880,2024-10-31 00:45:00+01:00,84.0
884,2024-11-01 00:45:00+01:00,79.3
885,2024-11-02 00:45:00+01:00,114.67
886,2024-11-03 00:45:00+01:00,79.84
887,2024-11-04 00:45:00+01:00,80.69
888,2024-11-05 00:45:00+01:00,100.25
889,2024-11-06 00:45:00+01:00,88.84
891,2024-11-08 00:45:00+01:00,95.91
892,2024-11-09 00:45:00+01:00,92.72
893,2024-11-10 00:45:00+01:00,97.94
894,2024-11-11 00:45:00+01:00,104.71
966,2024-06-15 01:00:00+02:00,36.1
967,2024-06-16 01:00:00+02:00,53.45
968,2024-06-17 01:00:00+02:00,83.38
969,2024-06-18 01:00:00+02:00,171.86
970,2024-06-19 01:00:00+02:00,107.41
971,2024-06-20 01:00:00+02:00,136.5
972,2024-06-21 01:00:00+02:00,109.85
973,2024-06-22 01:00:00+02:00,135.0
974,2024-06-23 01:00:00+02:00,125.5
975,2024-06-24 01:00:00+02:00,99.06
976,2024-06-25 01:00:00+02:00,99.6
977,2024-06-26 01:00:00+02:00,42.1
978,2024-06-27 01:00:00+02:00,101.02
979,2024-06-28 01:00:00+02:00,93.5
980,2024-06-29 01:00:00+02:00,105.46
981,2024-06-30 01:00:00+02:00,89.93
986,2024-07-01 01:00:00+02:00,111.0
987,2024-07-02 01:00:00+02:00,66.5
988,2024-07-03 01:00:00+02:00,80.11
989,2024-07-04 01:00:00+02:00,69.0
990,2024-07-05 01:00:00+02:00,68.18
991,2024-07-06 01:00:00+02:00,89.06
992,2024-07-07 01:00:00+02:00,77.12
994,2024-07-09 01:00:00+02:00,79.5
995,2024-07-10 01:00:00+02:00,63.54
996,2024-07-11 01:00:00+02:00,84.0
997,2024-07-12 01:00:00+02:00,97.23
998,2024-07-13 01:00:00+02:00,77.48
999,2024-07-14 01:00:00+02:00,74.31
1000,2024-07-15 01:00:00+02:00,89.9
1001,2024-07-16 01:00:00+02:00,73.0
1002,2024-07-17 01:00:00+02:00,87.68
1003,2024-07-18 01:00:00+02:00,89.27
1004,2024-07-19 01:00:00+02:00,99.18
