DeliveryDateTime,Price
2024-08-08 00:00:00+02:00,107.34
2024-08-10 00:00:00+02:00,98.24
2024-08-11 00:00:00+02:00,114.31
2024-08-12 00:00:00+02:00,123.42
2024-08-13 00:00:00+02:00,139.73
2024-08-14 00:00:00+02:00,102.91
2024-08-15 00:00:00+02:00,115.21
2024-08-16 00:00:00+02:00,109.72
2024-08-17 00:00:00+02:00,128.56
2024-08-18 00:00:00+02:00,118.5
2024-08-19 00:00:00+02:00,114.46
2024-08-20 00:00:00+02:00,97.0
2024-08-21 00:00:00+02:00,105.1
2024-08-22 00:00:00+02:00,100.0
2024-08-23 00:00:00+02:00,135.33
2024-08-24 00:00:00+02:00,178.4
2024-08-25 00:00:00+02:00,75.7
2024-08-26 00:00:00+02:00,115.0
2024-08-27 00:00:00+02:00,127.34
2024-08-28 00:00:00+02:00,115.28
2024-08-29 00:00:00+02:00,147.0
2024-08-30 00:00:00+02:00,122.91
2024-08-31 00:00:00+02:00,129.56
2024-09-01 00:00:00+02:00,100.0
2024-09-02 00:00:00+02:00,90.85
2024-09-03 00:00:00+02:00,0.0
2024-09-04 00:00:00+02:00,112.25
2024-09-05 00:00:00+02:00,110.35
2024-09-06 00:00:00+02:00,89.46
2024-09-07 00:00:00+02:00,108.0
2024-09-08 00:00:00+02:00,110.91
2024-09-09 00:00:00+02:00,86.81
2024-09-10 00:00:00+02:00,93.27
2024-09-11 00:00:00+02:00,43.0
2024-09-12 00:00:00+02:00,92.79
2024-09-13 00:00:00+02:00,105.0
2024-09-14 00:00:00+02:00,93.16
2024-09-15 00:00:00+02:00,92.05
2024-09-16 00:00:00+02:00,105.62
2024-09-17 00:00:00+02:00,104.66
2024-09-18 00:00:00+02:00,93.59
2024-09-19 00:00:00+02:00,83.01
2024-09-20 00:00:00+02:00,72.97
2024-09-23 00:00:00+02:00,101.39
2024-09-24 00:00:00+02:00,94.89
2024-09-25 00:00:00+02:00,67.51
2024-09-26 00:00:00+02:00,87.0
2024-09-27 00:00:00+02:00,30.52
2024-09-28 00:00:00+02:00,12.21
2024-09-29 00:00:00+02:00,74.99
2024-09-30 00:00:00+02:00,35.1
2024-10-01 00:00:00+02:00,0.42
2024-10-02 00:00:00+02:00,90.61
2024-10-03 00:00:00+02:00,84.27
2024-10-04 00:00:00+02:00,92.83
2024-10-05 00:00:00+02:00,99.99
2024-10-06 00:00:00+02:00,78.53
2024-10-07 00:00:00+02:00,47.42
2024-10-08 00:00:00+02:00,92.7
2024-10-09 00:00:00+02:00,72.94
2024-10-10 00:00:00+02:00,76.19
2024-10-11 00:00:00+02:00,112.6
2024-10-12 00:00:00+02:00,103.86
2024-10-13 00:00:00+02:00,20.51
2024-10-14 00:00:00+02:00,76.25
2024-10-15 00:00:00+02:00,106.68
2024-10-16 00:00:00+02:00,55.91
2024-10-17 00:00:00+02:00,37.65
2024-10-18 00:00:00+02:00,93.0
2024-10-20 00:00:00+02:00,74.95
2024-10-21 00:00:00+02:00,9.11
2024-10-22 00:00:00+02:00,125.64
2024-10-23 00:00:00+02:00,121.08
2024-10-24 00:00:00+02:00,112.5
2024-10-25 00:00:00+02:00,96.31
2024-10-26 00:00:00+02:00,120.91
2024-10-27 00:00:00+02:00,140.44
2024-10-28 00:00:00+01:00,106.79
2024-10-29 00:00:00+01:00,99.24
2024-10-30 00:00:00+01:00,125.39
2024-10-31 00:00:00+01:00,125.05
2024-11-01 00:00:00+01:00,114.13
2024-11-02 00:00:00+01:00,138.35
2024-11-03 00:00:00+01:00,113.71
2024-06-14 00:15:00+02:00,113.89
2024-06-15 00:15:00+02:00,73.73
2024-06-16 00:15:00+02:00,42.27
2024-06-17 00:15:00+02:00,103.41
2024-06-18 00:15:00+02:00,99.0
2024-06-19 00:15:00+02:00,143.94
2024-06-20 00:15:00+02:00,105.85
2024-06-21 00:15:00+02:00,118.59
2024-06-22 00:15:00+02:00,200.0
2024-06-23 00:15:00+02:00,110.75
2024-06-24 00:15:00+02:00,99.05
2024-06-25 00:15:00+02:00,84.85
2024-06-26 00:15:00+02:00,98.14
2024-06-27 00:15:00+02:00,117.5
2024-06-28 00:15:00+02:00,112.27
2024-06-29 00:15:00+02:00,98.28
2024-06-30 00:15:00+02:00,68.38
2024-07-01 00:15:00+02:00,101.47
2024-07-02 00:15:00+02:00,80.06
2024-07-03 00:15:00+02:00,93.41
2024-07-05 00:15:00+02:00,46.42
2024-07-06 00:15:00+02:00,154.73
2024-07-07 00:15:00+02:00,5.54
2024-07-08 00:15:00+02:00,93.53
2024-07-09 00:15:00+02:00,101.27
2024-07-10 00:15:00+02:00,69.94
2024-07-11 00:15:00+02:00,99.93
2024-07-12 00:15:00+02:00,75.09
2024-07-13 00:15:00+02:00,49.39
2024-07-14 00:15:00+02:00,120.08
2024-07-15 00:15:00+02:00,133.43
2024-07-16 00:15:00+02:00,90.62
2024-07-17 00:15:00+02:00,100.24
2024-07-18 00:15:00+02:00,98.77
2024-07-19 00:15:00+02:00,91.05
2024-07-20 00:15:00+02:00,94.7
2024-07-21 00:15:00+02:00,93.04
2024-07-22 00:15:00+02:00,91.6
2024-07-23 00:15:00+02:00,98.46
2024-07-24 00:15:00+02:00,36.5
2024-07-25 00:15:00+02:00,150.17
2024-07-26 00:15:00+02:00,94.49
2024-07-27 00:15:00+02:00,109.63
2024-07-28 00:15:00+02:00,85.4
2024-07-29 00:15:00+02:00,60.35
2024-07-30 00:15:00+02:00,87.77
2024-07-31 00:15:00+02:00,106.3
2024-08-01 00:15:00+02:00,105.16
2024-08-02 00:15:00+02:00,103.39
2024-08-03 00:15:00+02:00,117.67
2024-08-04 00:15:00+02:00,99.0
2024-08-05 00:15:00+02:00,56.75
2024-08-06 00:15:00+02:00,98.48
2024-08-07 00:15:00+02:00,95.23
2024-08-08 00:15:00+02:00,109.92
2024-08-10 00:15:00+02:00,90.46
2024-08-11 00:15:00+02:00,113.8
2024-08-12 00:15:00+02:00,108.13
2024-08-13 00:15:00+02:00,112.81
2024-08-14 00:15:00+02:00,109.72
2024-08-15 00:15:00+02:00,133.62
2024-08-16 00:15:00+02:00,118.46
2024-08-17 00:15:00+02:00,123.21
2024-08-18 00:15:00+02:00,118.31
2024-08-19 00:15:00+02:00,104.5
2024-08-20 00:15:00+02:00,103.0
2024-08-21 00:15:00+02:00,99.91
2024-08-22 00:15:00+02:00,98.6
2024-08-23 00:15:00+02:00,93.94
2024-08-24 00:15:00+02:00,143.98
2024-08-25 00:15:00+02:00,66.42
2024-08-26 00:15:00+02:00,115.0
2024-08-27 00:15:00+02:00,127.34
2024-08-28 00:15:00+02:00,115.28
2024-08-29 00:15:00+02:00,149.44
2024-08-30 00:15:00+02:00,137.0
2024-08-31 00:15:00+02:00,113.88
2024-09-01 00:15:00+02:00,96.58
2024-09-02 00:15:00+02:00,95.81
2024-09-03 00:15:00+02:00,0.0
2024-09-04 00:15:00+02:00,105.8
2024-09-05 00:15:00+02:00,112.3
2024-09-06 00:15:00+02:00,89.33
2024-09-07 00:15:00+02:00,106.3
2024-09-08 00:15:00+02:00,90.79
2024-09-09 00:15:00+02:00,92.44
2024-09-10 00:15:00+02:00,84.73
2024-09-11 00:15:00+02:00,46.37
2024-09-12 00:15:00+02:00,87.9
2024-09-13 00:15:00+02:00,101.41
2024-09-14 00:15:00+02:00,80.89
2024-09-15 00:15:00+02:00,81.21
2024-09-16 00:15:00+02:00,93.81
2024-09-17 00:15:00+02:00,94.91
2024-09-18 00:15:00+02:00,89.2
2024-09-19 00:15:00+02:00,88.09
2024-09-20 00:15:00+02:00,78.05
2024-09-23 00:15:00+02:00,98.31
2024-09-24 00:15:00+02:00,94.96
2024-09-25 00:15:00+02:00,65.71
2024-09-26 00:15:00+02:00,77.71
2024-09-27 00:15:00+02:00,20.91
2024-09-28 00:15:00+02:00,9.21
2024-09-29 00:15:00+02:00,75.28
2024-09-30 00:15:00+02:00,20.14
2024-10-01 00:15:00+02:00,0.17
2024-10-02 00:15:00+02:00,97.66
2024-10-03 00:15:00+02:00,83.09
2024-10-04 00:15:00+02:00,87.53
2024-10-05 00:15:00+02:00,94.87
2024-10-06 00:15:00+02:00,70.05
2024-10-07 00:15:00+02:00,37.35
2024-10-08 00:15:00+02:00,79.91
2024-10-09 00:15:00+02:00,40.53
2024-10-10 00:15:00+02:00,59.06
2024-10-11 00:15:00+02:00,94.09
2024-10-12 00:15:00+02:00,85.65
2024-10-13 00:15:00+02:00,0.6
2024-10-14 00:15:00+02:00,52.61
2024-10-15 00:15:00+02:00,99.53
2024-10-16 00:15:00+02:00,42.98
2024-10-17 00:15:00+02:00,22.81
2024-10-18 00:15:00+02:00,76.08
2024-10-20 00:15:00+02:00,69.01
2024-10-21 00:15:00+02:00,0.0
2024-10-22 00:15:00+02:00,90.69
2024-10-23 00:15:00+02:00,81.05
2024-10-24 00:15:00+02:00,95.03
2024-10-25 00:15:00+02:00,90.8
2024-10-26 00:15:00+02:00,119.84
2024-10-27 00:15:00+02:00,106.11
2024-10-28 00:15:00+01:00,89.11
2024-10-29 00:15:00+01:00,103.48
2024-10-30 00:15:00+01:00,107.02
2024-10-31 00:15:00+01:00,114.05
2024-11-01 00:15:00+01:00,87.18
2024-11-02 00:15:00+01:00,100.65
2024-11-03 00:15:00+01:00,97.1
2024-06-14 00:30:00+02:00,86.51
2024-06-15 00:30:00+02:00,61.94
2024-06-16 00:30:00+02:00,27.13
2024-06-17 00:30:00+02:00,10.71
2024-06-18 00:30:00+02:00,77.27
2024-06-19 00:30:00+02:00,54.77
2024-06-20 00:30:00+02:00,90.33
2024-06-21 00:30:00+02:00,105.0
2024-06-22 00:30:00+02:00,200.0
2024-06-23 00:30:00+02:00,110.75
2024-06-24 00:30:00+02:00,97.71
2024-06-25 00:30:00+02:00,60.36
2024-06-26 00:30:00+02:00,45.86
2024-06-27 00:30:00+02:00,117.0
2024-06-28 00:30:00+02:00,112.27
2024-06-29 00:30:00+02:00,88.95
2024-06-30 00:30:00+02:00,66.34
2024-07-01 00:30:00+02:00,124.93
2024-07-02 00:30:00+02:00,70.49
2024-07-03 00:30:00+02:00,63.51
2024-07-05 00:30:00+02:00,35.93
2024-07-06 00:30:00+02:00,104.0
2024-07-07 00:30:00+02:00,-5.78
2024-07-08 00:30:00+02:00,68.17
2024-07-09 00:30:00+02:00,63.31
2024-07-10 00:30:00+02:00,51.36
2024-07-11 00:30:00+02:00,80.45
2024-07-12 00:30:00+02:00,120.62
2024-07-13 00:30:00+02:00,39.52
2024-07-14 00:30:00+02:00,83.49
2024-07-15 00:30:00+02:00,65.51
2024-07-16 00:30:00+02:00,87.31
2024-07-17 00:30:00+02:00,101.0
2024-07-18 00:30:00+02:00,81.74
2024-07-19 00:30:00+02:00,68.82
2024-07-20 00:30:00+02:00,88.36
2024-07-21 00:30:00+02:00,72.84
2024-07-22 00:30:00+02:00,137.31
2024-07-23 00:30:00+02:00,89.14
2024-07-24 00:30:00+02:00,36.5
2024-07-25 00:30:00+02:00,120.23
2024-07-26 00:30:00+02:00,94.47
2024-07-27 00:30:00+02:00,92.66
2024-07-28 00:30:00+02:00,81.13
2024-07-29 00:30:00+02:00,48.33
2024-07-30 00:30:00+02:00,83.78
2024-07-31 00:30:00+02:00,93.19
2024-08-01 00:30:00+02:00,119.58
2024-08-02 00:30:00+02:00,86.9
2024-08-03 00:30:00+02:00,97.0
2024-08-04 00:30:00+02:00,94.13
2024-08-05 00:30:00+02:00,46.2
2024-08-06 00:30:00+02:00,55.81
2024-08-07 00:30:00+02:00,85.3
2024-08-08 00:30:00+02:00,102.8
2024-08-10 00:30:00+02:00,100.83
2024-08-11 00:30:00+02:00,98.67
2024-08-12 00:30:00+02:00,93.15
2024-08-13 00:30:00+02:00,105.06
2024-08-14 00:30:00+02:00,86.7
2024-08-15 00:30:00+02:00,124.71
2024-08-16 00:30:00+02:00,94.38
2024-08-17 00:30:00+02:00,110.7
2024-08-18 00:30:00+02:00,99.49
2024-08-19 00:30:00+02:00,85.54
2024-08-20 00:30:00+02:00,88.0
2024-08-21 00:30:00+02:00,88.9
2024-08-22 00:30:00+02:00,92.96
2024-08-23 00:30:00+02:00,71.75
2024-08-24 00:30:00+02:00,104.6
2024-08-25 00:30:00+02:00,23.91
2024-08-26 00:30:00+02:00,115.0
2024-08-27 00:30:00+02:00,127.34
2024-08-28 00:30:00+02:00,115.28
2024-08-29 00:30:00+02:00,111.78
2024-08-30 00:30:00+02:00,114.71
2024-08-31 00:30:00+02:00,102.8
2024-09-01 00:30:00+02:00,83.8
2024-09-02 00:30:00+02:00,86.4
2024-09-03 00:30:00+02:00,0.0
2024-09-04 00:30:00+02:00,98.54
2024-09-05 00:30:00+02:00,91.81
2024-09-06 00:30:00+02:00,83.21
2024-09-07 00:30:00+02:00,106.67
2024-09-08 00:30:00+02:00,73.42
2024-09-09 00:30:00+02:00,88.4
2024-09-10 00:30:00+02:00,64.91
2024-09-11 00:30:00+02:00,48.07
2024-09-12 00:30:00+02:00,75.31
2024-09-13 00:30:00+02:00,86.66
2024-09-14 00:30:00+02:00,48.13
2024-09-15 00:30:00+02:00,72.7
2024-09-16 00:30:00+02:00,88.51
2024-09-17 00:30:00+02:00,88.45
2024-09-18 00:30:00+02:00,81.0
2024-09-19 00:30:00+02:00,79.46
2024-09-20 00:30:00+02:00,74.06
2024-09-23 00:30:00+02:00,89.81
2024-09-24 00:30:00+02:00,73.85
2024-09-25 00:30:00+02:00,61.36
2024-09-26 00:30:00+02:00,75.7
2024-09-27 00:30:00+02:00,-6.53
2024-09-28 00:30:00+02:00,-2.0
2024-09-29 00:30:00+02:00,65.65
2024-09-30 00:30:00+02:00,-5.8
2024-10-01 00:30:00+02:00,-0.86
2024-10-02 00:30:00+02:00,86.12
2024-10-03 00:30:00+02:00,72.4
2024-10-04 00:30:00+02:00,78.41
2024-10-05 00:30:00+02:00,79.0
2024-10-06 00:30:00+02:00,57.11
2024-10-07 00:30:00+02:00,25.1
2024-10-08 00:30:00+02:00,66.0
2024-10-09 00:30:00+02:00,42.23
2024-10-10 00:30:00+02:00,43.77
2024-10-11 00:30:00+02:00,60.91
2024-10-12 00:30:00+02:00,66.4
2024-10-13 00:30:00+02:00,-4.59
2024-10-14 00:30:00+02:00,52.03
2024-10-15 00:30:00+02:00,79.21
2024-10-16 00:30:00+02:00,6.25
2024-10-17 00:30:00+02:00,23.94
2024-10-18 00:30:00+02:00,69.24
2024-10-20 00:30:00+02:00,61.71
2024-10-21 00:30:00+02:00,-12.21
2024-10-22 00:30:00+02:00,68.51
2024-10-23 00:30:00+02:00,72.63
2024-10-24 00:30:00+02:00,78.73
2024-10-25 00:30:00+02:00,82.86
2024-10-26 00:30:00+02:00,103.79
2024-10-27 00:30:00+02:00,65.24
2024-10-28 00:30:00+01:00,77.14
2024-10-29 00:30:00+01:00,84.82
2024-10-30 00:30:00+01:00,95.39
2024-10-31 00:30:00+01:00,92.3
2024-11-01 00:30:00+01:00,74.53
2024-11-02 00:30:00+01:00,80.0
2024-11-03 00:30:00+01:00,90.23
2024-06-14 00:45:00+02:00,83.8
2024-06-15 00:45:00+02:00,46.49
2024-06-16 00:45:00+02:00,6.21
2024-06-17 00:45:00+02:00,0.06
2024-06-18 00:45:00+02:00,41.78
2024-06-19 00:45:00+02:00,48.85
2024-06-20 00:45:00+02:00,90.33
2024-06-21 00:45:00+02:00,94.14
2024-06-22 00:45:00+02:00,200.0
2024-06-23 00:45:00+02:00,110.75
2024-06-24 00:45:00+02:00,91.21
2024-06-25 00:45:00+02:00,48.76
2024-06-26 00:45:00+02:00,111.78
2024-06-27 00:45:00+02:00,66.88
2024-06-28 00:45:00+02:00,112.27
2024-06-29 00:45:00+02:00,132.69
2024-06-30 00:45:00+02:00,60.0
2024-07-01 00:45:00+02:00,80.0
2024-07-02 00:45:00+02:00,71.09
2024-07-03 00:45:00+02:00,70.51
2024-07-05 00:45:00+02:00,22.75
2024-07-06 00:45:00+02:00,95.0
2024-07-07 00:45:00+02:00,-7.78
2024-07-08 00:45:00+02:00,61.25
2024-07-09 00:45:00+02:00,60.6
2024-07-10 00:45:00+02:00,51.1
2024-07-11 00:45:00+02:00,72.33
2024-07-12 00:45:00+02:00,120.62
2024-07-13 00:45:00+02:00,29.01
2024-07-14 00:45:00+02:00,76.25
2024-07-15 00:45:00+02:00,90.23
2024-07-16 00:45:00+02:00,72.5
2024-07-17 00:45:00+02:00,73.13
2024-07-18 00:45:00+02:00,77.27
2024-07-19 00:45:00+02:00,59.74
2024-07-20 00:45:00+02:00,88.36
2024-07-21 00:45:00+02:00,56.37
2024-07-22 00:45:00+02:00,137.31
2024-07-23 00:45:00+02:00,78.33
2024-07-24 00:45:00+02:00,76.16
2024-07-25 00:45:00+02:00,110.7
2024-07-26 00:45:00+02:00,94.44
2024-07-27 00:45:00+02:00,91.99
2024-07-28 00:45:00+02:00,71.74
2024-07-29 00:45:00+02:00,42.08
2024-07-30 00:45:00+02:00,75.19
2024-07-31 00:45:00+02:00,83.59
2024-08-01 00:45:00+02:00,101.84
2024-08-02 00:45:00+02:00,87.25
2024-08-03 00:45:00+02:00,71.49
2024-08-04 00:45:00+02:00,90.15
2024-08-05 00:45:00+02:00,45.21
2024-08-06 00:45:00+02:00,67.15
2024-08-07 00:45:00+02:00,79.28
2024-08-08 00:45:00+02:00,89.19
2024-08-10 00:45:00+02:00,83.43
2024-08-11 00:45:00+02:00,98.46
2024-08-12 00:45:00+02:00,95.3
2024-08-13 00:45:00+02:00,105.03
2024-08-14 00:45:00+02:00,72.9
2024-08-15 00:45:00+02:00,122.65
2024-08-16 00:45:00+02:00,85.04
2024-08-17 00:45:00+02:00,105.9
2024-08-18 00:45:00+02:00,92.51
2024-08-19 00:45:00+02:00,81.2
2024-08-20 00:45:00+02:00,82.6
2024-08-21 00:45:00+02:00,84.3
2024-08-22 00:45:00+02:00,81.3
2024-08-23 00:45:00+02:00,57.42
2024-08-24 00:45:00+02:00,93.02
2024-08-25 00:45:00+02:00,5.42
2024-08-26 00:45:00+02:00,115.0
2024-08-27 00:45:00+02:00,127.34
2024-08-28 00:45:00+02:00,115.28
2024-08-29 00:45:00+02:00,111.78
2024-08-30 00:45:00+02:00,105.51
2024-08-31 00:45:00+02:00,34.0
2024-09-01 00:45:00+02:00,82.6
2024-09-02 00:45:00+02:00,86.94
2024-09-03 00:45:00+02:00,0.0
2024-09-04 00:45:00+02:00,95.2
2024-09-05 00:45:00+02:00,87.5
2024-09-06 00:45:00+02:00,81.4
2024-09-07 00:45:00+02:00,110.69
2024-09-08 00:45:00+02:00,76.86
2024-09-09 00:45:00+02:00,82.01
2024-09-10 00:45:00+02:00,60.81
2024-09-11 00:45:00+02:00,38.83
2024-09-12 00:45:00+02:00,72.0
2024-09-13 00:45:00+02:00,74.93
2024-09-14 00:45:00+02:00,41.9
2024-09-15 00:45:00+02:00,65.4
2024-09-16 00:45:00+02:00,85.65
2024-09-17 00:45:00+02:00,84.75
2024-09-18 00:45:00+02:00,80.77
2024-09-19 00:45:00+02:00,77.86
2024-09-20 00:45:00+02:00,72.51
2024-09-23 00:45:00+02:00,71.31
2024-09-24 00:45:00+02:00,72.75
2024-09-25 00:45:00+02:00,50.68
2024-09-26 00:45:00+02:00,73.69
2024-09-27 00:45:00+02:00,-13.16
2024-09-28 00:45:00+02:00,-6.8
2024-09-29 00:45:00+02:00,63.52
2024-09-30 00:45:00+02:00,-12.7
2024-10-01 00:45:00+02:00,-3.62
2024-10-02 00:45:00+02:00,85.61
2024-10-03 00:45:00+02:00,69.01
2024-10-04 00:45:00+02:00,76.04
2024-10-05 00:45:00+02:00,68.2
2024-10-06 00:45:00+02:00,52.38
2024-10-07 00:45:00+02:00,15.11
2024-10-08 00:45:00+02:00,55.98
2024-10-09 00:45:00+02:00,26.86
2024-10-10 00:45:00+02:00,35.6
2024-10-11 00:45:00+02:00,64.32
2024-10-12 00:45:00+02:00,56.25
2024-10-13 00:45:00+02:00,-12.62
2024-10-14 00:45:00+02:00,41.12
2024-10-15 00:45:00+02:00,68.97
2024-10-16 00:45:00+02:00,-7.02
2024-10-17 00:45:00+02:00,0.86
2024-10-18 00:45:00+02:00,65.86
2024-10-20 00:45:00+02:00,45.82
2024-10-21 00:45:00+02:00,-17.06
2024-10-22 00:45:00+02:00,54.77
2024-10-23 00:45:00+02:00,48.18
2024-10-24 00:45:00+02:00,76.37
2024-10-25 00:45:00+02:00,81.09
2024-10-26 00:45:00+02:00,100.11
2024-10-27 00:45:00+02:00,48.32
2024-10-28 00:45:00+01:00,69.07
2024-10-29 00:45:00+01:00,87.3
2024-10-30 00:45:00+01:00,94.35
2024-10-31 00:45:00+01:00,68.61
2024-11-01 00:45:00+01:00,64.15
2024-11-02 00:45:00+01:00,84.99
2024-11-03 00:45:00+01:00,81.39
2024-06-14 01:00:00+02:00,78.6
2024-06-15 01:00:00+02:00,68.86
2024-06-16 01:00:00+02:00,29.73
2024-06-17 01:00:00+02:00,81.29
2024-06-18 01:00:00+02:00,144.35
2024-06-19 01:00:00+02:00,111.99
2024-06-20 01:00:00+02:00,179.33
2024-06-21 01:00:00+02:00,118.66
2024-06-22 01:00:00+02:00,200.0
2024-06-23 01:00:00+02:00,107.41
2024-06-24 01:00:00+02:00,105.0
2024-06-25 01:00:00+02:00,73.53
2024-06-26 01:00:00+02:00,98.74
2024-06-27 01:00:00+02:00,99.97
2024-06-28 01:00:00+02:00,109.3
2024-06-29 01:00:00+02:00,110.3
2024-06-30 01:00:00+02:00,68.7
2024-07-01 01:00:00+02:00,100.91
2024-07-02 01:00:00+02:00,73.6
2024-07-03 01:00:00+02:00,99.92
2024-07-05 01:00:00+02:00,36.46
2024-07-06 01:00:00+02:00,42.93
2024-07-07 01:00:00+02:00,3.87
2024-07-08 01:00:00+02:00,81.69
2024-07-09 01:00:00+02:00,103.47
2024-07-10 01:00:00+02:00,70.15
2024-07-11 01:00:00+02:00,88.11
2024-07-12 01:00:00+02:00,88.38
2024-07-13 01:00:00+02:00,51.29
2024-07-14 01:00:00+02:00,72.29
2024-07-15 01:00:00+02:00,71.22
2024-07-16 01:00:00+02:00,91.87
2024-07-17 01:00:00+02:00,99.54
2024-07-18 01:00:00+02:00,91.5
2024-07-19 01:00:00+02:00,91.17
2024-07-20 01:00:00+02:00,95.14
2024-07-21 01:00:00+02:00,78.52
2024-07-22 01:00:00+02:00,106.76
2024-07-23 01:00:00+02:00,97.07
2024-07-24 01:00:00+02:00,35.0
2024-07-25 01:00:00+02:00,128.13
2024-07-26 01:00:00+02:00,96.44
2024-07-27 01:00:00+02:00,110.0
2024-07-28 01:00:00+02:00,85.35
2024-07-29 01:00:00+02:00,89.0
2024-07-30 01:00:00+02:00,80.27
2024-07-31 01:00:00+02:00,96.3
2024-08-01 01:00:00+02:00,102.51
2024-08-02 01:00:00+02:00,94.83
2024-08-03 01:00:00+02:00,99.23
2024-08-04 01:00:00+02:00,95.48
2024-08-05 01:00:00+02:00,42.85
2024-08-06 01:00:00+02:00,81.01
2024-08-07 01:00:00+02:00,94.83
2024-08-08 01:00:00+02:00,102.0
2024-08-10 01:00:00+02:00,101.88
2024-08-11 01:00:00+02:00,115.2
2024-08-12 01:00:00+02:00,108.1
2024-08-13 01:00:00+02:00,105.03
2024-08-14 01:00:00+02:00,120.13
2024-08-15 01:00:00+02:00,124.98
2024-08-16 01:00:00+02:00,97.88
2024-08-17 01:00:00+02:00,130.77
2024-08-18 01:00:00+02:00,99.31
2024-08-19 01:00:00+02:00,91.26
2024-08-20 01:00:00+02:00,140.3
2024-08-21 01:00:00+02:00,114.95
2024-08-22 01:00:00+02:00,97.45
2024-08-23 01:00:00+02:00,103.04
2024-08-24 01:00:00+02:00,110.7
2024-08-25 01:00:00+02:00,36.41
2024-08-26 01:00:00+02:00,94.17
2024-08-27 01:00:00+02:00,125.0
2024-08-28 01:00:00+02:00,85.29
2024-08-29 01:00:00+02:00,148.38
2024-08-30 01:00:00+02:00,122.73
2024-08-31 01:00:00+02:00,125.1
2024-09-01 01:00:00+02:00,106.92
2024-09-02 01:00:00+02:00,91.03
2024-09-03 01:00:00+02:00,96.11
2024-09-04 01:00:00+02:00,97.17
2024-09-05 01:00:00+02:00,115.98
2024-09-06 01:00:00+02:00,98.99
2024-09-07 01:00:00+02:00,97.8
2024-09-08 01:00:00+02:00,93.43
2024-09-09 01:00:00+02:00,82.6
2024-09-10 01:00:00+02:00,74.9
2024-09-11 01:00:00+02:00,60.4
2024-09-12 01:00:00+02:00,83.77
2024-09-13 01:00:00+02:00,90.2
2024-09-14 01:00:00+02:00,74.29
2024-09-15 01:00:00+02:00,80.11
2024-09-16 01:00:00+02:00,98.27
2024-09-17 01:00:00+02:00,87.67
2024-09-18 01:00:00+02:00,80.6
2024-09-19 01:00:00+02:00,87.73
2024-09-20 01:00:00+02:00,81.9
2024-09-23 01:00:00+02:00,95.51
2024-09-24 01:00:00+02:00,87.96
2024-09-25 01:00:00+02:00,65.05
2024-09-26 01:00:00+02:00,78.33
2024-09-27 01:00:00+02:00,18.6
2024-09-28 01:00:00+02:00,8.0
2024-09-29 01:00:00+02:00,69.64
2024-09-30 01:00:00+02:00,21.64
2024-10-01 01:00:00+02:00,1.84
2024-10-02 01:00:00+02:00,93.91
2024-10-03 01:00:00+02:00,79.99
2024-10-04 01:00:00+02:00,86.17
2024-10-05 01:00:00+02:00,102.0
2024-10-06 01:00:00+02:00,73.92
2024-10-07 01:00:00+02:00,34.64
