,Hour_q,Price
2022-02-27 00:00:00+01:00,0,195.64913
2022-02-28 00:00:00+01:00,0,182.08823
2022-03-01 00:00:00+01:00,0,253.83749
2022-03-02 00:00:00+01:00,0,251.04
2022-03-03 00:00:00+01:00,0,344.78
2022-03-04 00:00:00+01:00,0,374
2022-03-05 00:00:00+01:00,0,366.3438
2022-03-06 00:00:00+01:00,0,390.60799
2022-03-07 00:00:00+01:00,0,377.55787
2022-03-08 00:00:00+01:00,0,455.09756
2022-03-09 00:00:00+01:00,0,440.1838
2022-03-10 00:00:00+01:00,0,354.96538
2022-03-11 00:00:00+01:00,0,190.04391
2022-03-12 00:00:00+01:00,0,298.73
2022-03-13 00:00:00+01:00,0,275
2022-03-14 00:00:00+01:00,0,295.79012
2022-03-15 00:00:00+01:00,0,261.7
2022-03-16 00:00:00+01:00,0,266.5
2022-03-17 00:00:00+01:00,0,248.85
2022-03-18 00:00:00+01:00,0,203.03478
2022-03-19 00:00:00+01:00,0,204.03784
2022-03-20 00:00:00+01:00,0,107.79863
2022-03-21 00:00:00+01:00,0,201.2
2022-03-22 00:00:00+01:00,0,223
2022-03-23 00:00:00+01:00,0,216.30886
2022-03-24 00:00:00+01:00,0,220.77806
2022-03-25 00:00:00+01:00,0,262.4785
2022-03-26 00:00:00+01:00,0,244.6055
2022-03-27 00:00:00+01:00,0,235
2022-03-28 00:00:00+02:00,0,200.12384
2022-03-29 00:00:00+02:00,0,227.1
2022-03-30 00:00:00+02:00,0,238.7546
2022-03-31 00:00:00+02:00,0,215.0308
2022-04-01 00:00:00+02:00,0,143.39987
2022-04-02 00:00:00+02:00,0,146.32025
2022-04-03 00:00:00+02:00,0,209.98105
2022-04-04 00:00:00+02:00,0,160.02291
2022-04-05 00:00:00+02:00,0,150.1945
2022-04-06 00:00:00+02:00,0,180
2022-04-07 00:00:00+02:00,0,109.52557
2022-04-08 00:00:00+02:00,0,220
2022-04-09 00:00:00+02:00,0,148.61728
2022-04-10 00:00:00+02:00,0,95.75169
2022-04-11 00:00:00+02:00,0,196.94828
2022-04-12 00:00:00+02:00,0,199.0319
2022-04-13 00:00:00+02:00,0,195
2022-04-14 00:00:00+02:00,0,232.44523
2022-04-15 00:00:00+02:00,0,214.9
2022-04-16 00:00:00+02:00,0,191.15726
2022-04-17 00:00:00+02:00,0,160.21518
2022-04-18 00:00:00+02:00,0,95.9
2022-04-19 00:00:00+02:00,0,205
2022-04-20 00:00:00+02:00,0,200.7
2022-04-21 00:00:00+02:00,0,234.3617
2022-04-22 00:00:00+02:00,0,196.38319
2022-04-23 00:00:00+02:00,0,140.37962
2022-04-24 00:00:00+02:00,0,108.40741
2022-04-25 00:00:00+02:00,0,184.95661
2022-04-26 00:00:00+02:00,0,217.9303
2022-04-27 00:00:00+02:00,0,206.72289
2022-04-28 00:00:00+02:00,0,214.62993
2022-04-29 00:00:00+02:00,0,206.04595
2022-04-30 00:00:00+02:00,0,204.77699
2022-05-01 00:00:00+02:00,0,206
2022-05-02 00:00:00+02:00,0,206.46286
2022-05-03 00:00:00+02:00,0,184.50299
2022-05-04 00:00:00+02:00,0,206
2022-05-05 00:00:00+02:00,0,225.19805
2022-05-06 00:00:00+02:00,0,220.68802
2022-05-07 00:00:00+02:00,0,225.11801
2022-05-08 00:00:00+02:00,0,208.09691
2022-05-09 00:00:00+02:00,0,209.08134
2022-05-10 00:00:00+02:00,0,220
2022-05-11 00:00:00+02:00,0,207.14568
2022-05-12 00:00:00+02:00,0,172.54048
2022-05-13 00:00:00+02:00,0,225.1
2022-05-14 00:00:00+02:00,0,184.37558
2022-05-15 00:00:00+02:00,0,214.91401
2022-05-16 00:00:00+02:00,0,180.18
2022-05-17 00:00:00+02:00,0,217.89
2022-05-18 00:00:00+02:00,0,206.46982
2022-05-19 00:00:00+02:00,0,196.95887
2022-05-20 00:00:00+02:00,0,211.1
2022-05-21 00:00:00+02:00,0,140.77054
2022-05-22 00:00:00+02:00,0,186.58253
2022-05-23 00:00:00+02:00,0,175.88813
2022-05-24 00:00:00+02:00,0,180
2022-05-25 00:00:00+02:00,0,190.73188
2022-05-26 00:00:00+02:00,0,137.63881
2022-05-27 00:00:00+02:00,0,150
2022-05-28 00:00:00+02:00,0,211.21
2022-05-29 00:00:00+02:00,0,165.19187
2022-05-30 00:00:00+02:00,0,203.89798
2022-05-31 00:00:00+02:00,0,200.9069
2022-06-01 00:00:00+02:00,0,220.0009
2022-06-02 00:00:00+02:00,0,220.49
2022-06-03 00:00:00+02:00,0,177.60619
2022-06-04 00:00:00+02:00,0,216.33006
2022-06-05 00:00:00+02:00,0,166.26986
2022-06-06 00:00:00+02:00,0,113.98
2022-06-07 00:00:00+02:00,0,166.29633
2022-06-08 00:00:00+02:00,0,185.05224
2022-06-09 00:00:00+02:00,0,189.01
2022-06-10 00:00:00+02:00,0,196.58
2022-06-11 00:00:00+02:00,0,203.34
2022-06-12 00:00:00+02:00,0,195
2022-06-13 00:00:00+02:00,0,175.05
2022-06-14 00:00:00+02:00,0,176.84
2022-06-15 00:00:00+02:00,0,197.96
2022-06-16 00:00:00+02:00,0,234.86
2022-06-17 00:00:00+02:00,0,296.59
2022-06-18 00:00:00+02:00,0,274.4
2022-06-19 00:00:00+02:00,0,207.07
2022-06-20 00:00:00+02:00,0,240.22
2022-06-21 00:00:00+02:00,0,281.89
2022-06-22 00:00:00+02:00,0,300
2022-06-23 00:00:00+02:00,0,294.2
2022-06-24 00:00:00+02:00,0,274.32
2022-06-25 00:00:00+02:00,0,277.38
2022-06-26 00:00:00+02:00,0,288.91
2022-06-27 00:00:00+02:00,0,300
2022-06-28 00:00:00+02:00,0,304.65
2022-06-29 00:00:00+02:00,0,300
2022-06-30 00:00:00+02:00,0,293.39
2022-07-01 00:00:00+02:00,0,339.8
2022-07-02 00:00:00+02:00,0,285.72
2022-07-03 00:00:00+02:00,0,270.08
2022-07-04 00:00:00+02:00,0,319.65
2022-07-05 00:00:00+02:00,0,359.96
2022-07-06 00:00:00+02:00,0,351.39
2022-07-07 00:00:00+02:00,0,295.7
2022-07-08 00:00:00+02:00,0,264.82
2022-07-09 00:00:00+02:00,0,350
2022-07-10 00:00:00+02:00,0,120.69
2022-07-11 00:00:00+02:00,0,320.08
2022-07-12 00:00:00+02:00,0,395.49
2022-07-13 00:00:00+02:00,0,416.05
2022-07-14 00:00:00+02:00,0,402.37
2022-07-15 00:00:00+02:00,0,350
2022-07-16 00:00:00+02:00,0,384.91
2022-07-17 00:00:00+02:00,0,290.06
2022-07-18 00:00:00+02:00,0,389.77
2022-07-19 00:00:00+02:00,0,402.46
2022-07-20 00:00:00+02:00,0,329.97
2022-07-21 00:00:00+02:00,0,400.7
2022-07-22 00:00:00+02:00,0,382.11
2022-07-23 00:00:00+02:00,0,401.04
2022-07-24 00:00:00+02:00,0,393.26
2022-07-25 00:00:00+02:00,0,346.4
2022-07-26 00:00:00+02:00,0,375.27
2022-07-27 00:00:00+02:00,0,415.53
2022-07-28 00:00:00+02:00,0,437.79
2022-07-29 00:00:00+02:00,0,430.68
2022-07-30 00:00:00+02:00,0,425
2022-07-31 00:00:00+02:00,0,382.79
2022-08-01 00:00:00+02:00,0,385.06
2022-08-02 00:00:00+02:00,0,440.98
2022-08-03 00:00:00+02:00,0,386.22
2022-08-04 00:00:00+02:00,0,450.3
2022-08-05 00:00:00+02:00,0,428.53
2022-08-06 00:00:00+02:00,0,361.76
2022-08-07 00:00:00+02:00,0,277.89
2022-08-08 00:00:00+02:00,0,310.08
2022-08-09 00:00:00+02:00,0,330.76
2022-08-10 00:00:00+02:00,0,297.01
2022-08-11 00:00:00+02:00,0,309.92
2022-08-12 00:00:00+02:00,0,422.1
2022-08-13 00:00:00+02:00,0,427.23
2022-08-14 00:00:00+02:00,0,416.3
2022-08-15 00:00:00+02:00,0,375.03
2022-08-16 00:00:00+02:00,0,465.26
2022-08-17 00:00:00+02:00,0,523.94
2022-08-18 00:00:00+02:00,0,523.92
2022-08-19 00:00:00+02:00,0,510.09
2022-08-20 00:00:00+02:00,0,512.09
2022-08-21 00:00:00+02:00,0,430.27
2022-08-22 00:00:00+02:00,0,504.25
2022-08-23 00:00:00+02:00,0,550
2022-08-24 00:00:00+02:00,0,581.8
2022-08-25 00:00:00+02:00,0,539.61
2022-08-26 00:00:00+02:00,0,607.15
2022-08-27 00:00:00+02:00,0,685.14
2022-08-28 00:00:00+02:00,0,585.03
2022-08-29 00:00:00+02:00,0,590.85
2022-08-30 00:00:00+02:00,0,617.49
2022-08-31 00:00:00+02:00,0,574.76
2022-09-01 00:00:00+02:00,0,511.66
2022-09-02 00:00:00+02:00,0,456.05
2022-09-03 00:00:00+02:00,0,398.18
2022-09-04 00:00:00+02:00,0,273.21
2022-09-05 00:00:00+02:00,0,293.6
2022-09-06 00:00:00+02:00,0,423.88
2022-09-07 00:00:00+02:00,0,415.26
2022-09-08 00:00:00+02:00,0,436.67
2022-09-09 00:00:00+02:00,0,300.01
2022-09-10 00:00:00+02:00,0,400.85
2022-09-11 00:00:00+02:00,0,421.45
2022-09-12 00:00:00+02:00,0,347.09
2022-09-13 00:00:00+02:00,0,345.06
2022-09-14 00:00:00+02:00,0,345.08
2022-09-15 00:00:00+02:00,0,391.63
2022-09-16 00:00:00+02:00,0,313.75
2022-09-17 00:00:00+02:00,0,190.79
2022-09-18 00:00:00+02:00,0,185.79
2022-09-19 00:00:00+02:00,0,164.02
2022-09-20 00:00:00+02:00,0,261.77
2022-09-21 00:00:00+02:00,0,310.3
2022-09-22 00:00:00+02:00,0,373.07
2022-09-23 00:00:00+02:00,0,352.56
2022-09-24 00:00:00+02:00,0,377.94
2022-09-25 00:00:00+02:00,0,268.66
2022-09-26 00:00:00+02:00,0,248.77
2022-09-27 00:00:00+02:00,0,190.95
2022-09-28 00:00:00+02:00,0,306.42
2022-09-29 00:00:00+02:00,0,351.45
2022-09-30 00:00:00+02:00,0,349.44
2022-10-01 00:00:00+02:00,0,176.96
2022-10-02 00:00:00+02:00,0,129.59
2022-10-03 00:00:00+02:00,0,116.04
2022-10-04 00:00:00+02:00,0,214.42
2022-10-05 00:00:00+02:00,0,210
2022-10-06 00:00:00+02:00,0,157.38
2022-10-07 00:00:00+02:00,0,199.63
2022-10-08 00:00:00+02:00,0,148.04
2022-10-09 00:00:00+02:00,0,216.13
2022-10-10 00:00:00+02:00,0,140.51
2022-10-11 00:00:00+02:00,0,214.18
2022-10-12 00:00:00+02:00,0,236.57
2022-10-13 00:00:00+02:00,0,218.66
2022-10-14 00:00:00+02:00,0,231.32
2022-10-15 00:00:00+02:00,0,191.76
2022-10-16 00:00:00+02:00,0,129.23
2022-10-17 00:00:00+02:00,0,128.31
2022-10-18 00:00:00+02:00,0,141.64
2022-10-19 00:00:00+02:00,0,134.4
2022-10-20 00:00:00+02:00,0,126.07
2022-10-21 00:00:00+02:00,0,134.15
2022-10-22 00:00:00+02:00,0,147.93
2022-10-23 00:00:00+02:00,0,110.66
2022-10-24 00:00:00+02:00,0,104.76
2022-10-25 00:00:00+02:00,0,115.44
2022-10-26 00:00:00+02:00,0,98.36
2022-10-27 00:00:00+02:00,0,142.84
2022-10-28 00:00:00+02:00,0,117.6
2022-10-29 00:00:00+02:00,0,100.3
2022-10-30 00:00:00+02:00,0,103.28
2022-10-31 00:00:00+01:00,0,130.95
2022-11-01 00:00:00+01:00,0,104.64
2022-11-02 00:00:00+01:00,0,98.72
2022-11-03 00:00:00+01:00,0,125.67
2022-11-04 00:00:00+01:00,0,126.58
2022-11-05 00:00:00+01:00,0,150.59
2022-11-06 00:00:00+01:00,0,93.3
2022-11-07 00:00:00+01:00,0,143.5
2022-11-08 00:00:00+01:00,0,129.74
2022-11-09 00:00:00+01:00,0,143.6
2022-11-10 00:00:00+01:00,0,183.01
2022-11-11 00:00:00+01:00,0,157.31
2022-11-12 00:00:00+01:00,0,164.81
2022-11-13 00:00:00+01:00,0,168.8
2022-11-14 00:00:00+01:00,0,140.71
2022-11-15 00:00:00+01:00,0,194.99
2022-11-16 00:00:00+01:00,0,210.2
2022-11-17 00:00:00+01:00,0,219.22
2022-11-18 00:00:00+01:00,0,216.74
2022-11-19 00:00:00+01:00,0,180.73
2022-11-20 00:00:00+01:00,0,232.33
2022-11-21 00:00:00+01:00,0,149.56
2022-11-22 00:00:00+01:00,0,140.81
2022-11-23 00:00:00+01:00,0,205
2022-11-24 00:00:00+01:00,0,158.46
2022-11-25 00:00:00+01:00,0,201.45
2022-11-26 00:00:00+01:00,0,212.77
2022-11-27 00:00:00+01:00,0,144.88
2022-11-28 00:00:00+01:00,0,162.73
2022-11-29 00:00:00+01:00,0,269.86
2022-11-30 00:00:00+01:00,0,290.19
2022-12-01 00:00:00+01:00,0,285.3
2022-12-02 00:00:00+01:00,0,311.63
2022-12-03 00:00:00+01:00,0,280.61
2022-12-04 00:00:00+01:00,0,249.22
2022-12-05 00:00:00+01:00,0,193.33
2022-12-06 00:00:00+01:00,0,303.33
2022-12-07 00:00:00+01:00,0,285.8
2022-12-08 00:00:00+01:00,0,342.29
2022-12-09 00:00:00+01:00,0,336.7
2022-12-10 00:00:00+01:00,0,358.08
2022-12-11 00:00:00+01:00,0,310.47
2022-12-12 00:00:00+01:00,0,241.44
2022-12-13 00:00:00+01:00,0,313.13
2022-12-14 00:00:00+01:00,0,293.1
2022-12-15 00:00:00+01:00,0,305.83
2022-12-16 00:00:00+01:00,0,296.3
2022-12-17 00:00:00+01:00,0,283.9
2022-12-18 00:00:00+01:00,0,244.35
2022-12-19 00:00:00+01:00,0,135.08
2022-12-20 00:00:00+01:00,0,108.19
2022-12-21 00:00:00+01:00,0,180.43
2022-12-22 00:00:00+01:00,0,158.34
2022-12-23 00:00:00+01:00,0,148.72
2022-12-24 00:00:00+01:00,0,81.2
2022-12-25 00:00:00+01:00,0,120.28
2022-12-26 00:00:00+01:00,0,50.3
2022-12-27 00:00:00+01:00,0,36.9
2022-12-28 00:00:00+01:00,0,40.28
2022-12-29 00:00:00+01:00,0,8.18
2022-12-30 00:00:00+01:00,0,19.12
2022-12-31 00:00:00+01:00,0,1.16
2022-01-01 01:00:00+01:00,1,51.44327
2022-01-02 01:00:00+01:00,1,52.58649
2022-01-03 01:00:00+01:00,1,9.70069
2022-01-04 01:00:00+01:00,1,110.21123
2022-01-05 01:00:00+01:00,1,99.74093
2022-01-06 01:00:00+01:00,1,128.46689
2022-01-07 01:00:00+01:00,1,134.77525
2022-01-08 01:00:00+01:00,1,156.09604
2022-01-09 01:00:00+01:00,1,125.24769
2022-01-10 01:00:00+01:00,1,191.84562
2022-01-11 01:00:00+01:00,1,202.42
2022-01-12 01:00:00+01:00,1,187.1
2022-01-13 01:00:00+01:00,1,169.09567
2022-01-14 01:00:00+01:00,1,165.00421
2022-01-15 01:00:00+01:00,1,207.24201
2022-01-16 01:00:00+01:00,1,216
2022-01-17 01:00:00+01:00,1,123.82622
2022-01-18 01:00:00+01:00,1,195.06143
2022-01-19 01:00:00+01:00,1,173.31486
2022-01-20 01:00:00+01:00,1,160.09872
2022-01-21 01:00:00+01:00,1,187
2022-01-22 01:00:00+01:00,1,162
2022-01-23 01:00:00+01:00,1,184.19524
2022-01-24 01:00:00+01:00,1,179.61
2022-01-25 01:00:00+01:00,1,212.9
2022-01-26 01:00:00+01:00,1,218
2022-01-27 01:00:00+01:00,1,225
2022-01-28 01:00:00+01:00,1,219
2022-01-29 01:00:00+01:00,1,140.6943
2022-01-30 01:00:00+01:00,1,220.58
2022-01-31 01:00:00+01:00,1,138.04083
2022-02-01 01:00:00+01:00,1,166.732
2022-02-02 01:00:00+01:00,1,164.93956
2022-02-03 01:00:00+01:00,1,165.82429
2022-02-04 01:00:00+01:00,1,181.32
2022-02-05 01:00:00+01:00,1,206.89
2022-02-06 01:00:00+01:00,1,202.81
2022-02-07 01:00:00+01:00,1,171
2022-02-08 01:00:00+01:00,1,130.9144
2022-02-09 01:00:00+01:00,1,171
2022-02-10 01:00:00+01:00,1,192.61
2022-02-11 01:00:00+01:00,1,185.99369
2022-02-12 01:00:00+01:00,1,187.2
2022-02-13 01:00:00+01:00,1,125
2022-02-14 01:00:00+01:00,1,171
2022-02-15 01:00:00+01:00,1,180
2022-02-16 01:00:00+01:00,1,171
2022-02-17 01:00:00+01:00,1,133.08293
2022-02-18 01:00:00+01:00,1,88.57852
2022-02-19 01:00:00+01:00,1,60.01
2022-02-20 01:00:00+01:00,1,99.9
2022-02-21 01:00:00+01:00,1,125
2022-02-22 01:00:00+01:00,1,105.01
2022-02-23 01:00:00+01:00,1,104.75781
2022-02-24 01:00:00+01:00,1,123.31598
2022-02-25 01:00:00+01:00,1,170
2022-02-26 01:00:00+01:00,1,177.16583
2022-02-27 01:00:00+01:00,1,180.7
2022-02-28 01:00:00+01:00,1,180.08953
2022-03-01 01:00:00+01:00,1,255.92955
2022-03-02 01:00:00+01:00,1,248.43
2022-03-03 01:00:00+01:00,1,322.53498
2022-03-04 01:00:00+01:00,1,366.7
2022-03-05 01:00:00+01:00,1,360
2022-03-06 01:00:00+01:00,1,353
2022-03-07 01:00:00+01:00,1,369.82632
2022-03-08 01:00:00+01:00,1,449.5
2022-03-09 01:00:00+01:00,1,419.41387
2022-03-10 01:00:00+01:00,1,320
2022-03-11 01:00:00+01:00,1,156.60063
2022-03-12 01:00:00+01:00,1,281.98
2022-03-13 01:00:00+01:00,1,243
2022-03-14 01:00:00+01:00,1,292.6
2022-03-15 01:00:00+01:00,1,246.6
2022-03-16 01:00:00+01:00,1,251.4
2022-03-17 01:00:00+01:00,1,200
2022-03-18 01:00:00+01:00,1,206.97047
2022-03-19 01:00:00+01:00,1,200.0928
2022-03-20 01:00:00+01:00,1,110.22383
2022-03-21 01:00:00+01:00,1,189.954
2022-03-22 01:00:00+01:00,1,215
2022-03-23 01:00:00+01:00,1,200.05124
2022-03-24 01:00:00+01:00,1,212.44767
2022-03-25 01:00:00+01:00,1,244.58377
2022-03-26 01:00:00+01:00,1,230.04809
2022-03-27 01:00:00+01:00,1,221.93
2022-03-28 01:00:00+02:00,1,195.01735
2022-03-29 01:00:00+02:00,1,219.36
2022-03-30 01:00:00+02:00,1,232.6373
2022-03-31 01:00:00+02:00,1,215.17964
2022-04-01 01:00:00+02:00,1,128.39962
2022-04-02 01:00:00+02:00,1,152.98279
2022-04-03 01:00:00+02:00,1,205.9814
2022-04-04 01:00:00+02:00,1,134.93315
2022-04-05 01:00:00+02:00,1,114.78161
2022-04-06 01:00:00+02:00,1,180
2022-04-07 01:00:00+02:00,1,99.49493
2022-04-08 01:00:00+02:00,1,185
2022-04-09 01:00:00+02:00,1,140.0014
2022-04-10 01:00:00+02:00,1,50.67949
2022-04-11 01:00:00+02:00,1,194.81582
2022-04-12 01:00:00+02:00,1,188.71144
2022-04-13 01:00:00+02:00,1,182.84828
2022-04-14 01:00:00+02:00,1,207.62947
2022-04-15 01:00:00+02:00,1,199.06327
2022-04-16 01:00:00+02:00,1,183.36825
2022-04-17 01:00:00+02:00,1,139.96542
2022-04-18 01:00:00+02:00,1,81
2022-04-19 01:00:00+02:00,1,192.97807
2022-04-20 01:00:00+02:00,1,189.84
2022-04-21 01:00:00+02:00,1,210.6496
2022-04-22 01:00:00+02:00,1,185.36977
2022-04-23 01:00:00+02:00,1,127.50641
2022-04-24 01:00:00+02:00,1,108.79424
2022-04-25 01:00:00+02:00,1,183.77695
2022-04-26 01:00:00+02:00,1,210.49403
2022-04-27 01:00:00+02:00,1,198.00816
2022-04-28 01:00:00+02:00,1,201.93817
2022-04-29 01:00:00+02:00,1,203.14732
2022-04-30 01:00:00+02:00,1,189.1
2022-05-01 01:00:00+02:00,1,199.69842
2022-05-02 01:00:00+02:00,1,199.87
2022-05-03 01:00:00+02:00,1,182.09091
2022-05-04 01:00:00+02:00,1,200
2022-05-05 01:00:00+02:00,1,208.44293
2022-05-06 01:00:00+02:00,1,213.74
2022-05-07 01:00:00+02:00,1,216.93604
2022-05-08 01:00:00+02:00,1,193.3
2022-05-09 01:00:00+02:00,1,199.21
2022-05-10 01:00:00+02:00,1,205.61
2022-05-11 01:00:00+02:00,1,192.8
2022-05-12 01:00:00+02:00,1,155
2022-05-13 01:00:00+02:00,1,220.27
2022-05-14 01:00:00+02:00,1,163.03263
2022-05-15 01:00:00+02:00,1,196.34665
2022-05-16 01:00:00+02:00,1,169.06186
2022-05-17 01:00:00+02:00,1,213.47
2022-05-18 01:00:00+02:00,1,187.89208
2022-05-19 01:00:00+02:00,1,185.01391
2022-05-20 01:00:00+02:00,1,195.97847
2022-05-21 01:00:00+02:00,1,133.91118
2022-05-22 01:00:00+02:00,1,179.4
2022-05-23 01:00:00+02:00,1,164.57332
2022-05-24 01:00:00+02:00,1,115.8295
2022-05-25 01:00:00+02:00,1,180.06078
2022-05-26 01:00:00+02:00,1,97.88151
2022-05-27 01:00:00+02:00,1,117.99
2022-05-28 01:00:00+02:00,1,207
2022-05-29 01:00:00+02:00,1,144.62967
2022-05-30 01:00:00+02:00,1,194.72
2022-05-31 01:00:00+02:00,1,183
2022-06-01 01:00:00+02:00,1,207.45
2022-06-02 01:00:00+02:00,1,214.48
2022-06-03 01:00:00+02:00,1,163.12735
2022-06-04 01:00:00+02:00,1,167.9744
2022-06-05 01:00:00+02:00,1,159.87416
2022-06-06 01:00:00+02:00,1,100.91572
2022-06-07 01:00:00+02:00,1,155.15
2022-06-08 01:00:00+02:00,1,168.94795
2022-06-09 01:00:00+02:00,1,170.63
2022-06-10 01:00:00+02:00,1,170.9
2022-06-11 01:00:00+02:00,1,188.52
2022-06-12 01:00:00+02:00,1,165.99
2022-06-13 01:00:00+02:00,1,163.77
2022-06-14 01:00:00+02:00,1,162.53
2022-06-15 01:00:00+02:00,1,183.5
2022-06-16 01:00:00+02:00,1,223.64
2022-06-17 01:00:00+02:00,1,249.66
2022-06-18 01:00:00+02:00,1,235.87
2022-06-19 01:00:00+02:00,1,190
2022-06-20 01:00:00+02:00,1,220.39
2022-06-21 01:00:00+02:00,1,264.7
2022-06-22 01:00:00+02:00,1,290.01
2022-06-23 01:00:00+02:00,1,269.3
2022-06-24 01:00:00+02:00,1,258.22
2022-06-25 01:00:00+02:00,1,242.2
2022-06-26 01:00:00+02:00,1,261.33
2022-06-27 01:00:00+02:00,1,293.45
2022-06-28 01:00:00+02:00,1,315.34
2022-06-29 01:00:00+02:00,1,314
2022-06-30 01:00:00+02:00,1,311.46
2022-07-01 01:00:00+02:00,1,295.6
2022-07-02 01:00:00+02:00,1,255
2022-07-03 01:00:00+02:00,1,243.52
2022-07-04 01:00:00+02:00,1,277.83
2022-07-05 01:00:00+02:00,1,321.21
2022-07-06 01:00:00+02:00,1,313
2022-07-07 01:00:00+02:00,1,226.22
2022-07-08 01:00:00+02:00,1,261.21
2022-07-09 01:00:00+02:00,1,284.05
2022-07-10 01:00:00+02:00,1,69.3
2022-07-11 01:00:00+02:00,1,277.83
2022-07-12 01:00:00+02:00,1,349.57
2022-07-13 01:00:00+02:00,1,365.61
2022-07-14 01:00:00+02:00,1,378.06
2022-07-15 01:00:00+02:00,1,320.07
2022-07-16 01:00:00+02:00,1,349.96
2022-07-17 01:00:00+02:00,1,240.8
2022-07-18 01:00:00+02:00,1,328.49
2022-07-19 01:00:00+02:00,1,368.99
2022-07-20 01:00:00+02:00,1,268.92
2022-07-21 01:00:00+02:00,1,341.58
2022-07-22 01:00:00+02:00,1,341.14
2022-07-23 01:00:00+02:00,1,344.67
2022-07-24 01:00:00+02:00,1,379.24
2022-07-25 01:00:00+02:00,1,276.76
2022-07-26 01:00:00+02:00,1,345.65
2022-07-27 01:00:00+02:00,1,367.97
2022-07-28 01:00:00+02:00,1,400.91
2022-07-29 01:00:00+02:00,1,392.96
2022-07-30 01:00:00+02:00,1,404.3
2022-07-31 01:00:00+02:00,1,339.88
2022-08-01 01:00:00+02:00,1,344.06
2022-08-02 01:00:00+02:00,1,390.1
2022-08-03 01:00:00+02:00,1,374.09
2022-08-04 01:00:00+02:00,1,414.26
2022-08-05 01:00:00+02:00,1,358.18
2022-08-06 01:00:00+02:00,1,315.05
2022-08-07 01:00:00+02:00,1,232.85
2022-08-08 01:00:00+02:00,1,271.57
2022-08-09 01:00:00+02:00,1,298.92
2022-08-10 01:00:00+02:00,1,286.98
2022-08-11 01:00:00+02:00,1,300.03
2022-08-12 01:00:00+02:00,1,405
2022-08-13 01:00:00+02:00,1,400.71
2022-08-14 01:00:00+02:00,1,397.2
2022-08-15 01:00:00+02:00,1,361.09
2022-08-16 01:00:00+02:00,1,430.65
2022-08-17 01:00:00+02:00,1,483.88
2022-08-18 01:00:00+02:00,1,479.9
2022-08-19 01:00:00+02:00,1,467.63
2022-08-20 01:00:00+02:00,1,500.05
2022-08-21 01:00:00+02:00,1,381
2022-08-22 01:00:00+02:00,1,477.42
2022-08-23 01:00:00+02:00,1,504.73
2022-08-24 01:00:00+02:00,1,550
2022-08-25 01:00:00+02:00,1,522.92
2022-08-26 01:00:00+02:00,1,580.07
2022-08-27 01:00:00+02:00,1,644.2
2022-08-28 01:00:00+02:00,1,491.4
